onset	text	duration
89.7	Carmen	0.39000000000000057
90.09	thought	0.23999999999999488
90.33	it	0.09000000000000341
90.42	over	0.3299999999999983
91.53	There	0.1799999999999926
91.71	was	0.15000000000000568
91.86	little	0.23999999999999488
92.1	tying	0.35999999999999943
92.46	her	0.18000000000000682
92.64	to	0.15000000000000568
92.79	Chicago	0.5699999999999932
93.99	She	0.21000000000000796
94.2	had	0.1799999999999926
94.38	friends	0.6000000000000085
95.19	a	0.09000000000000341
95.29	house	0.5
95.91	her	0.21000000000000796
96.12	Sunday	0.35999999999999943
96.48	morning	0.35999999999999943
96.84	tennis	0.3299999999999983
97.17	game	0.39000000000000057
98.13	but	0.18000000000000682
98.31	all	0.20999999999999375
98.52	of	0.060000000000002274
98.58	that	0.18000000000000682
98.76	would	0.11999999999999034
98.88	be	0.15000000000000568
99.03	there	0.1799999999999926
99.21	when	0.18000000000000682
99.39	she	0.15000000000000568
99.54	got	0.23999999999999488
99.78	back	0.39000000000000057
100.95	besides	0.6599999999999966
101.73	it	0.1799999999999926
101.91	was	0.12000000000000455
102.03	November	0.5699999999999932
103.05	And	0.18000000000000682
103.23	the	0.0899999999999892
103.32	thought	0.2400000000000091
103.56	of	0.09000000000000341
103.65	the	0.11999999999999034
103.77	upcoming	0.480000000000004
104.25	winter	0.4200000000000017
104.67	was	0.23999999999999488
104.91	enough	0.27000000000001023
105.18	to	0.11999999999999034
105.3	make	0.21000000000000796
105.51	a	0.05999999999998806
105.57	few	0.18000000000000682
105.75	months	0.4200000000000017
106.2	in	0.14999999999999147
106.35	the	0.060000000000002274
106.41	rainforest	0.7199999999999989
107.13	sound	0.4200000000000017
107.55	pretty	0.29999999999999716
107.85	appealing	0.45000000000000284
109.32	She	0.21000000000000796
109.53	reached	0.3299999999999983
109.86	for	0.15000000000000568
110.01	her	0.11999999999999034
110.13	laptop	0.5400000000000063
110.7	and	0.1799999999999926
110.88	quickly	0.35999999999999943
111.24	typed	0.30000000000001137
111.54	to	0.0899999999999892
111.63	response	0.6300000000000097
112.56	hitting	0.3299999999999983
112.89	sin	0.35999999999999943
113.28	Before	0.29999999999999716
113.58	she	0.18000000000000682
113.76	could	0.14999999999999147
113.91	change	0.29999999999999716
114.21	her	0.12000000000000455
114.33	mind	0.35999999999999943
116.83	A	0.12000000000000455
116.95	week	0.23999999999999488
117.19	later	0.4200000000000017
117.85	Carmen	0.39000000000000057
118.24	was	0.15000000000000568
118.39	boarding	0.3299999999999983
118.72	her	0.15000000000000568
118.87	plane	0.3299999999999983
119.2	at	0.09000000000000341
119.29	the	0.0899999999999892
119.38	Chicago	0.480000000000004
119.86	airport	0.45000000000000284
120.67	She	0.1799999999999926
120.85	was	0.12000000000000455
120.97	both	0.23999999999999488
121.24	nervous	0.45000000000000284
121.69	and	0.21000000000000796
121.9	excited	0.5699999999999932
123.7	after	0.3299999999999983
124.03	a	0.09000000000000341
124.12	layover	0.5099999999999909
124.63	in	0.18000000000000682
124.81	Lima	0.39000000000000057
125.74	It	0.18000000000000682
125.92	was	0.12000000000000455
126.04	a	0.05999999999998806
126.1	short	0.30000000000001137
126.4	flight	0.3299999999999983
126.73	to	0.14999999999999147
126.88	Porto	0.39000000000000057
127.27	Maldonado	0.7500000000000142
128.41	a	0.09000000000000341
128.5	small	0.30000000000001137
128.8	town	0.3599999999999852
129.16	at	0.12000000000000455
129.28	the	0.060000000000002274
129.34	edge	0.2400000000000091
129.58	of	0.11999999999997613
129.7	the	0.060000000000002274
129.76	Amazon	0.4800000000000182
130.24	jungle	0.4199999999999875
131.68	As	0.18000000000000682
131.86	the	0.05999999999997385
131.92	plane	0.30000000000001137
132.22	started	0.4199999999999875
132.64	to	0.15000000000000568
132.79	descend	0.6299999999999955
133.81	Carmen	0.5099999999999909
134.35	looked	0.3300000000000125
134.68	down	0.3299999999999841
135.01	eagerly	0.5100000000000193
135.52	at	0.1799999999999784
135.7	the	0.09000000000000341
135.79	landscape	0.5700000000000216
136.36	below	0.3599999999999852
137.14	a	0.12000000000000455
137.26	carpet	0.45000000000001705
137.71	of	0.12000000000000455
137.83	blue	0.20999999999997954
138.04	green	0.3300000000000125
138.37	trees	0.539999999999992
138.91	with	0.21000000000000796
139.12	a	0.060000000000002274
139.18	Brown	0.29999999999998295
139.48	river	0.30000000000001137
139.78	snaking	0.4199999999999875
140.2	through	0.2400000000000091
140.44	it	0.18000000000000682
141.34	It	0.12000000000000455
141.46	looked	0.23999999999998067
141.7	beautiful	0.5100000000000193
142.57	and	0.18000000000000682
142.75	completely	0.5099999999999909
143.26	wild	0.45000000000001705
145.12	Stepping	0.44999999999998863
145.57	out	0.15000000000000568
145.72	onto	0.27000000000001023
145.99	the	0.09000000000000341
146.08	runway	0.47999999999998977
146.74	A	0.09000000000000341
146.83	blast	0.4199999999999875
147.25	of	0.09000000000000341
147.34	steamy	0.44999999999998863
147.79	air	0.30000000000001137
148.09	hit	0.2400000000000091
148.33	Carmen's	0.4199999999999875
148.75	face	0.4199999999999875
149.59	filling	0.38999999999998636
149.98	her	0.12000000000000455
150.1	mouth	0.36000000000001364
150.49	and	0.14999999999997726
150.64	nostrils	0.6300000000000239
151.84	Whoa	0.3599999999999852
152.2	She	0.27000000000001023
152.47	thought	0.3300000000000125
153.16	welcome	0.45000000000001705
153.61	to	0.11999999999997613
153.73	the	0.12000000000000455
153.85	jungle	0.45000000000001705
155.71	inside	0.47999999999998977
156.19	the	0.09000000000000341
156.28	tiny	0.38999999999998636
156.7	airport	0.45000000000001705
157.15	terminal	0.47999999999998977
157.87	a	0.09000000000000341
157.96	man	0.3599999999999852
158.32	stood	0.3900000000000148
158.71	clutching	0.44999999999998863
159.16	a	0.060000000000002274
159.22	piece	0.2400000000000091
159.46	of	0.09000000000000341
159.55	paper	0.3299999999999841
159.88	with	0.18000000000000682
160.06	Carmen's	0.38999999999998636
160.45	name	0.2400000000000091
160.69	on	0.21000000000000796
160.9	it	0.09000000000000341
161.65	Antonio	0.6899999999999977
162.34	the	0.15000000000000568
162.49	man	0.23999999999998067
162.73	said	0.36000000000001364
163.21	pointing	0.38999999999998636
163.6	at	0.12000000000000455
163.72	his	0.15000000000000568
163.87	chest	0.4199999999999875
165.13	He	0.15000000000000568
165.28	motioned	0.4199999999999875
165.7	for	0.15000000000000568
165.85	Carmen	0.3300000000000125
166.18	to	0.12000000000000455
166.3	follow	0.2699999999999818
166.57	him	0.27000000000001023
167.53	They	0.18000000000000682
167.71	walked	0.3299999999999841
168.04	out	0.15000000000000568
168.19	of	0.09000000000000341
168.28	the	0.09000000000000341
168.37	terminal	0.5099999999999909
168.94	and	0.18000000000000682
169.12	Carmen	0.3299999999999841
169.45	was	0.18000000000000682
169.63	once	0.30000000000001137
169.93	again	0.3299999999999841
170.26	hit	0.27000000000001023
170.53	by	0.18000000000000682
170.71	a	0.09000000000000341
170.8	wave	0.29999999999998295
171.1	of	0.15000000000000568
171.25	humid	0.38999999999998636
171.64	air	0.36000000000001364
172.69	Antonio	0.539999999999992
173.23	led	0.2400000000000091
173.47	her	0.36000000000001364
173.89	to	0.18000000000000682
174.07	a	0.21000000000000796
174.28	rundown	0.47999999999998977
174.76	motorcycle	0.6299999999999955
175.39	with	0.18000000000000682
175.57	a	0.060000000000002274
175.63	seat	0.30000000000001137
175.96	attached	0.4199999999999875
176.38	to	0.060000000000002274
176.44	the	0.12000000000000455
176.56	back	0.3599999999999852
177.43	Carmen	0.4199999999999875
177.85	set	0.2400000000000091
178.09	down	0.27000000000001023
178.36	apprehensively	0.8999999999999773
179.95	But	0.21000000000000796
180.16	once	0.2400000000000091
180.4	Antonio	0.5099999999999909
180.91	started	0.3900000000000148
181.3	driving	0.47999999999998977
181.84	the	0.15000000000000568
181.99	breeze	0.3299999999999841
182.32	felt	0.27000000000001023
182.59	wonderful	0.5099999999999909
183.1	against	0.3300000000000125
183.43	Carmen	0.3599999999999852
183.79	skin	0.45000000000001705
185.62	The	0.15000000000000568
185.77	main	0.2699999999999818
186.04	road	0.3300000000000125
186.37	through	0.21000000000000796
186.58	the	0.14999999999997726
186.73	town	0.4800000000000182
187.33	was	0.2699999999999818
187.6	full	0.21000000000000796
187.81	of	0.09000000000000341
187.9	sights	0.3599999999999852
188.26	and	0.12000000000000455
188.38	sounds	0.539999999999992
189.49	children	0.47999999999998977
189.97	darted	0.3900000000000148
190.36	between	0.3599999999999852
190.72	the	0.060000000000002274
190.78	vehicles	0.5999999999999943
191.71	women	0.3299999999999841
192.04	in	0.15000000000000568
192.19	flipflops	0.6599999999999966
192.85	carrying	0.36000000000001364
193.21	huge	0.2699999999999818
193.48	baskets	0.5100000000000193
193.99	of	0.12000000000000455
194.11	goods	0.4199999999999875
195.31	Street	0.3599999999999852
195.67	vendors	0.45000000000001705
196.12	sold	0.2699999999999818
196.39	giant	0.3300000000000125
196.72	tropical	0.47999999999998977
197.2	fruits	0.36000000000001364
197.56	that	0.18000000000000682
197.74	Carmen	0.38999999999998636
198.13	could	0.18000000000000682
198.31	not	0.18000000000000682
198.49	name	0.3599999999999852
199.87	Soon	0.47999999999998977
200.41	Antonio	0.5699999999999932
200.98	turned	0.3900000000000148
201.37	onto	0.29999999999998295
201.67	a	0.060000000000002274
201.73	side	0.30000000000001137
202.03	street	0.3599999999999852
202.45	which	0.2400000000000091
202.69	led	0.27000000000001023
202.96	down	0.23999999999998067
203.2	to	0.18000000000000682
203.38	a	0.09000000000000341
203.47	river	0.3900000000000148
204.64	There	0.3300000000000125
204.97	a	0.09000000000000341
205.06	boat	0.3299999999999841
205.39	was	0.18000000000000682
205.57	waiting	0.36000000000001364
205.93	to	0.12000000000000455
206.05	take	0.23999999999998067
206.29	her	0.12000000000000455
206.41	on	0.12000000000000455
206.53	the	0.060000000000002274
206.59	final	0.3299999999999841
206.92	leg	0.21000000000000796
207.13	of	0.15000000000000568
207.28	the	0.12000000000000455
207.4	journey	0.38999999999998636
208.09	to	0.12000000000000455
208.21	the	0.09000000000000341
208.3	remote	0.3599999999999852
208.66	village	0.47999999999998977
210.37	Once	0.29999999999998295
210.67	Carmen	0.3900000000000148
211.06	and	0.15000000000000568
211.21	her	0.15000000000000568
211.36	suitcase	0.539999999999992
211.9	were	0.15000000000000568
212.05	safely	0.4199999999999875
212.47	inside	0.36000000000001364
212.83	the	0.05999999999997385
212.89	boat	0.30000000000001137
213.37	The	0.15000000000000568
213.52	driver	0.3599999999999852
213.88	set	0.2400000000000091
214.12	off	0.21000000000000796
214.33	on	0.14999999999997726
214.48	the	0.09000000000000341
214.57	river	0.3300000000000125
215.77	By	0.1799999999999784
215.95	this	0.21000000000000796
216.16	time	0.30000000000001137
216.46	the	0.09000000000000341
216.55	sun	0.23999999999998067
216.79	was	0.15000000000000568
216.94	setting	0.4200000000000159
217.6	and	0.21000000000000796
217.81	Carmen	0.3599999999999852
218.17	swatted	0.4200000000000159
218.59	away	0.2400000000000091
218.83	mosquitoes	0.75
219.58	As	0.1799999999999784
219.76	the	0.060000000000002274
219.82	driver	0.4200000000000159
220.24	whistled	0.38999999999998636
220.63	to	0.15000000000000568
220.78	himself	0.47999999999998977
222.19	the	0.15000000000000568
222.34	water	0.21000000000000796
222.55	was	0.1799999999999784
222.73	calm	0.5400000000000205
223.42	The	0.21000000000000796
223.63	air	0.27000000000001023
223.9	still	0.539999999999992
225.13	Carmen	0.36000000000001364
225.49	suddenly	0.3599999999999852
225.85	felt	0.27000000000001023
226.12	very	0.2400000000000091
226.36	far	0.2699999999999818
226.63	from	0.21000000000000796
226.84	everything	0.5999999999999943
227.44	and	0.18000000000000682
227.62	everyone	0.539999999999992
228.16	she	0.18000000000000682
228.34	knew	0.3299999999999841
230.25	After	0.3300000000000125
230.58	what	0.20999999999997954
230.79	felt	0.27000000000001023
231.06	like	0.18000000000000682
231.24	a	0.09000000000000341
231.33	very	0.2699999999999818
231.6	long	0.27000000000001023
231.87	time	0.47999999999998977
232.71	The	0.15000000000000568
232.86	driver	0.38999999999998636
233.25	turned	0.3300000000000125
233.58	the	0.05999999999997385
233.64	boat	0.27000000000001023
233.91	toward	0.3300000000000125
234.24	shore	0.4199999999999875
235.77	She	0.23999999999998067
236.01	wondered	0.36000000000001364
236.37	how	0.18000000000000682
236.55	he	0.14999999999997726
236.7	had	0.12000000000000455
236.82	recognized	0.5999999999999943
237.42	their	0.12000000000000455
237.54	destination	0.7800000000000011
238.74	There	0.1799999999999784
238.92	was	0.15000000000000568
239.07	no	0.18000000000000682
239.25	sign	0.30000000000001137
239.55	of	0.08999999999997499
239.64	civilization	0.75
240.39	anywhere	0.4800000000000182
242.07	Carmen	0.4200000000000159
242.49	climbed	0.38999999999998636
242.91	awkwardly	0.5699999999999932
243.48	onto	0.36000000000001364
243.84	the	0.12000000000000455
243.96	muddy	0.2699999999999818
244.23	river	0.27000000000001023
244.5	bank	0.4199999999999875
245.16	trying	0.3300000000000125
245.49	to	0.12000000000000455
245.61	keep	0.2699999999999818
245.88	her	0.12000000000000455
246.0	balance	0.539999999999992
246.54	in	0.15000000000000568
246.69	the	0.09000000000000341
246.78	fading	0.3599999999999852
247.14	light	0.30000000000001137
248.25	just	0.38999999999998636
248.64	as	0.15000000000000568
248.79	she	0.21000000000000796
249.0	managed	0.5099999999999909
249.51	to	0.12000000000000455
249.63	lift	0.30000000000001137
249.93	her	0.12000000000000455
250.05	suitcase	0.6299999999999955
250.68	up	0.20999999999997954
250.95	beside	0.3900000000000148
251.34	her	0.27000000000001023
251.94	she	0.2400000000000091
252.18	looked	0.29999999999998295
252.48	out	0.2400000000000091
252.72	over	0.3900000000000148
253.11	her	0.14999999999997726
253.26	shoulder	0.4200000000000159
253.68	to	0.15000000000000568
253.83	see	0.1799999999999784
254.01	the	0.12000000000000455
254.13	driver	0.45000000000001705
254.61	was	0.20999999999997954
254.82	already	0.4800000000000182
255.3	motoring	0.44999999999998863
255.75	back	0.2699999999999818
256.02	up	0.12000000000000455
256.17	the	0.08999999999997499
256.26	river	0.3299999999999841
257.22	Wait	0.3599999999999568
257.76	she	0.21000000000003638
257.97	called	0.3299999999999841
258.3	out	0.2400000000000091
258.54	alarmed	0.5399999999999636
259.5	Where	0.20999999999997954
259.71	do	0.12000000000000455
259.83	I	0.09000000000003183
259.92	go	0.20999999999997954
260.13	from	0.2400000000000091
260.37	here	0.36000000000001364
261.78	Her	0.1500000000000341
261.93	voice	0.30000000000001137
262.23	was	0.18000000000000682
262.41	drowned	0.38999999999998636
262.8	out	0.2400000000000091
263.04	by	0.14999999999997726
263.19	the	0.12000000000000455
263.31	buzzing	0.4800000000000182
263.85	of	0.12000000000000455
263.97	insects	0.6899999999999977
264.72	and	0.14999999999997726
264.87	rushing	0.4800000000000182
265.35	of	0.17999999999994998
265.53	the	0.12000000000000455
265.65	river	0.3300000000000409
267.06	She	0.18000000000000682
267.24	looked	0.2699999999999818
267.51	around	0.44999999999998863
268.65	nothing	0.4800000000000182
269.13	but	0.20999999999997954
269.34	dense	0.4800000000000182
269.88	shadowy	0.5400000000000205
270.42	forest	0.6599999999999682
272.22	just	0.3599999999999568
272.58	as	0.09000000000003183
272.67	she	0.18000000000000682
272.85	was	0.12000000000000455
272.97	about	0.2999999999999545
273.27	to	0.12000000000000455
273.39	panic	0.4200000000000159
274.02	She	0.21000000000003638
274.23	heard	0.20999999999997954
274.44	footsteps	0.660000000000025
275.1	from	0.23999999999995225
275.34	within	0.30000000000001137
275.64	the	0.09000000000003183
275.73	brush	0.44999999999998863
277.53	A	0.060000000000002274
277.59	man	0.30000000000001137
277.89	emerged	0.4200000000000159
278.31	from	0.18000000000000682
278.49	the	0.08999999999997499
278.58	trees	0.36000000000001364
278.94	holding	0.3299999999999841
279.27	a	0.060000000000002274
279.33	lantern	0.5099999999999909
280.53	When	0.18000000000000682
280.71	he	0.09000000000003183
280.8	saw	0.2699999999999818
281.1	Carmen	0.5099999999999909
281.79	he	0.12000000000000455
281.91	smiled	0.4199999999999591
282.33	broadly	0.44999999999998863
283.53	Hello	0.30000000000001137
283.83	dr	0.36000000000001364
284.19	Carmen	0.4200000000000159
284.61	He	0.18000000000000682
284.79	said	0.38999999999998636
285.84	I'm	0.27000000000003865
286.11	one	0.4199999999999591
286.95	one	0.3299999999999841
287.28	tourists	0.57000000000005
288.6	We	0.17999999999994998
288.78	thank	0.2400000000000091
289.02	you	0.12000000000000455
289.14	very	0.2400000000000091
289.38	much	0.2400000000000091
289.62	for	0.14999999999997726
289.77	coming	0.30000000000001137
290.07	to	0.12000000000000455
290.19	serve	0.2699999999999818
290.46	our	0.1500000000000341
290.61	village	0.47999999999996135
292.02	though	0.18000000000000682
292.2	He	0.12000000000000455
292.32	spoke	0.3299999999999841
292.65	with	0.1500000000000341
292.8	a	0.060000000000002274
292.86	heavy	0.30000000000001137
293.16	accent	0.44999999999998863
293.64	His	0.21000000000003638
293.85	English	0.38999999999998636
294.24	was	0.14999999999997726
294.39	very	0.27000000000003865
294.66	good	0.2999999999999545
296.07	with	0.20999999999997954
296.28	a	0.060000000000002274
296.34	sigh	0.2400000000000091
296.58	of	0.12000000000000455
296.7	relief	0.4800000000000182
297.36	Carmen	0.4199999999999591
297.78	smiled	0.4500000000000455
298.23	and	0.12000000000000455
298.35	took	0.20999999999997954
298.56	his	0.14999999999997726
298.71	hand	0.3900000000000432
300.42	One	0.30000000000001137
300.72	led	0.23999999999995225
300.96	her	0.1500000000000341
301.11	down	0.36000000000001364
301.5	a	0.12000000000000455
301.62	narrow	0.3299999999999841
301.95	path	0.38999999999998636
302.37	through	0.18000000000000682
302.55	the	0.12000000000000455
302.67	forest	0.5099999999999909
303.96	Carmen	0.3900000000000432
304.35	struggled	0.4199999999999591
304.77	to	0.12000000000000455
304.89	keep	0.2400000000000091
305.13	up	0.20999999999997954
305.37	tugging	0.3299999999999841
305.7	her	0.1500000000000341
305.85	suitcase	0.5399999999999636
306.39	over	0.27000000000003865
306.66	the	0.14999999999997726
306.81	uneven	0.4800000000000182
307.29	ground	0.44999999999998863
308.7	Soon	0.5099999999999909
309.24	they	0.14999999999997726
309.39	emerged	0.5099999999999909
309.9	into	0.27000000000003865
310.17	a	0.08999999999997499
310.26	clearing	0.4800000000000182
311.31	It	0.18000000000000682
311.49	was	0.12000000000000455
311.61	nearly	0.3299999999999841
311.94	pitch	0.2699999999999818
312.24	black	0.30000000000001137
312.54	now	0.3299999999999841
313.29	but	0.20999999999997954
313.5	Carmen	0.30000000000001137
313.8	could	0.14999999999997726
313.95	make	0.21000000000003638
314.16	out	0.14999999999997726
314.31	the	0.08999999999997499
314.4	shapes	0.3900000000000432
314.79	of	0.14999999999997726
314.94	huts	0.38999999999998636
315.33	with	0.27000000000003865
315.6	batched	0.5099999999999909
316.11	roofs	0.5399999999999636
317.7	One	0.36000000000001364
318.06	ushered	0.38999999999998636
318.45	her	0.12000000000000455
318.57	towards	0.3299999999999841
318.9	one	0.1500000000000341
319.05	of	0.12000000000000455
319.17	them	0.2400000000000091
320.22	inside	0.47999999999996135
320.7	were	0.18000000000000682
320.88	a	0.060000000000002274
320.94	few	0.2400000000000091
321.18	simple	0.38999999999998636
321.57	pieces	0.4800000000000182
322.05	of	0.14999999999997726
322.2	wooden	0.30000000000001137
322.5	furniture	0.5699999999999932
323.52	a	0.12000000000000455
323.64	bed	0.2400000000000091
323.88	frame	0.4200000000000159
324.3	covered	0.38999999999998636
324.69	by	0.14999999999997726
324.84	a	0.060000000000002274
324.9	thin	0.2400000000000091
325.14	mattress	0.5699999999999932
325.77	and	0.1500000000000341
325.92	a	0.029999999999972715
325.95	small	0.30000000000001137
326.25	table	0.44999999999998863
327.24	The	0.12000000000000455
327.36	floor	0.2699999999999818
327.63	was	0.14999999999997726
327.78	packed	0.3900000000000432
328.17	Dirt	0.3599999999999568
329.43	one	0.44999999999998863
329.91	put	0.20999999999997954
330.12	the	0.08999999999997499
330.21	lantern	0.3900000000000432
330.6	on	0.12000000000000455
330.72	the	0.05999999999994543
330.78	table	0.4200000000000159
332.34	You	0.18000000000000682
332.52	must	0.2400000000000091
332.76	be	0.09000000000003183
332.85	very	0.2699999999999818
333.12	tired	0.38999999999998636
333.51	from	0.18000000000000682
333.69	the	0.08999999999997499
333.78	journey	0.36000000000001364
334.14	he	0.1500000000000341
334.29	said	0.3299999999999841
335.1	you	0.17999999999994998
335.28	should	0.21000000000003638
335.49	rest	0.30000000000001137
335.79	Now	0.3299999999999841
336.75	we	0.14999999999997726
336.9	will	0.1500000000000341
337.05	see	0.20999999999997954
337.26	each	0.18000000000000682
337.44	other	0.20999999999997954
337.65	tomorrow	0.4800000000000182
338.73	He	0.14999999999997726
